DEBUG:asyncio:Using selector: EpollSelector
DEBUG:urllib3.connectionpool:https://hadith.inoor.ir:443 "POST /service/api/elastic/ElasticHadithById HTTP/1.1" 200 None
INFO:root:hadith id : 48208 20210816, 08:22:07
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): hadith.inoor.ir:443
DEBUG:urllib3.connectionpool:https://hadith.inoor.ir:443 "POST /service/api/elastic/ElasticHadithById HTTP/1.1" 430 9
ERROR:root:first exception occured !!! hadith id : 48208 20210816, 08:22:07
INFO:root:hadith id : 48209 20210816, 08:22:16
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): hadith.inoor.ir:443
DEBUG:urllib3.connectionpool:https://hadith.inoor.ir:443 "POST /service/api/elastic/ElasticHadithById HTTP/1.1" 430 9
ERROR:root:first exception occured !!! hadith id : 48209 20210816, 08:22:16
INFO:root:hadith id : 48210 20210816, 08:22:16
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): hadith.inoor.ir:443
DEBUG:urllib3.connectionpool:https://hadith.inoor.ir:443 "POST /service/api/elastic/ElasticHadithById HTTP/1.1" 430 9
ERROR:root:first exception occured !!! hadith id : 48210 20210816, 08:22:16
INFO:root:hadith id : 48211 20210816, 08:22:16
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): hadith.inoor.ir:443
DEBUG:urllib3.connectionpool:https://hadith.inoor.ir:443 "POST /service/api/elastic/ElasticHadithById HTTP/1.1" 430 9
ERROR:root:first exception occured !!! hadith id : 48211 20210816, 08:22:16
INFO:root:hadith id : 48212 20210816, 08:22:16
DEBUG:urllib3.connectionpool:Starting new HTTPS connection (1): hadith.inoor.ir:443
DEBUG:urllib3.connectionpool:https://hadith.inoor.ir:443 "POST /service/api/elastic/ElasticHadithById HTTP/1.1" 430 9
